uuid,match_id,participants,game_creation,game_length,game_version,tft_set_number,puuid,summoner_name,level,placement,last_round,time_eliminated,total_damage_to_players,players_eliminated,arcana,chrono,dragon,druid,eldritch,faerie,frost,honeymancy,portal,pyro,ravenous,sugarcraft,witchcraft,ascendant,bastion,batqueen,blaster,explorer,hunter,incantor,mage,multistriker,preserver,scholar,shapeshifter,vanguard,warrior,
NA1_5127206423_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127206423,"[""PMD JOE BOOKMARK"", ""TOR Relic"", ""ThisJX"", ""Kole"", ""humble no ego"", ""Choppa"", ""Mean Mister Kien"", ""VIT k3soju""]",1.72814E+12,2105.163330078125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,6,27,1560.523438,53,0,4,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,2,2,0,2,0,
NA1_5127193703_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127193703,"[""me1stor8th"", ""Choppa"", ""ThisJX"", ""setsuko fan acc1"", ""Shuang Shuang"", ""humble no ego"", ""Mean Mister Kien"", ""VIT k3soju""]",1.72814E+12,1900.015869140625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,4,31,1718.6448974609375,102,1,0,2,0,0,0,0,7,0,0,0,0,1,2,0,2,1,0,0,2,2,0,0,3,0,2,0,2,
NA1_5127191189_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127191189,"[""LF JOB NYC"", ""Tunapotato"", ""ThisJX"", ""VIT k3soju"", ""Shuang Shuang"", ""humble no ego"", ""Lunarine"", ""G\u00f6\u00f6d Night""]",1.72814E+12,1945.4378662109375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,7,28,1623.8746337890625,53,0,2,1,0,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,1,0,2,0,
NA1_5127180114_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127180114,"[""Lab 018 biribiri"", ""Game setsuko"", ""Sully"", ""\u51b2\u51b2\u51b2"", ""metzauh"", ""Kurumx"", ""VIT k3soju"", ""VX F2106138897""]",1.72814E+12,2074.375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,35,2061.207031,130,2,0,2,0,0,0,0,3,0,0,2,0,2,1,0,2,0,0,0,0,1,0,0,2,1,2,0,2,
NA1_5127170274_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127170274,"[""Lab 018 biribiri"", ""Sully"", ""metzauh"", ""MSJ Cosmo"", ""leyvrolx"", ""VIT k3soju"", ""Xender"", ""Kurumx""]",1.72814E+12,1982.0274658203125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,34,1969.654052734375,105,3,2,0,0,0,0,2,0,0,3,0,0,1,2,0,2,1,0,0,0,0,1,2,3,6,0,0,0,
NA1_5127161628_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127161628,"[""MSJ Cosmo"", ""Game setsuko"", ""Sully"", ""Emailsupport1234"", ""Xender"", ""VIT k3soju"", ""setsuko fan acc1"", ""metzauh""]",1.72813E+12,1973.128662109375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,3,33,1893.219970703125,140,0,0,2,0,0,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,3,1,2,0,2,
NA1_5127153601_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127153601,"[""VIT k3soju"", ""humble no ego"", ""DimDot"", ""setsuko fan acc1"", ""PurePiss"", ""Lelouuch"", ""Sully"", ""Emailsupport1234""]",1.72813E+12,2057.151611328125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,35,2036.662598,134,0,4,0,0,0,0,0,1,0,0,2,0,2,0,1,4,0,2,0,0,0,0,1,1,2,0,2,0,
NA1_5127148724_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127148724,"[""wang the bang"", ""abcd11"", ""Choppa"", ""NEa1123"", ""TwTV GGitsRyan"", ""Lelouuch"", ""VIT k3soju"", ""TL PockyGom""]",1.72813E+12,2043.268555,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,7,28,1631.850098,63,0,4,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,2,2,0,2,0,
NA1_5127149932_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127149932,"[""TwTV GGitsRyan"", ""VIT k3soju"", ""me1stor8th"", ""Rakki Ryu"", ""300 ping pog"", ""abcd11"", ""kjump"", ""LF JOB NYC""]",1.72813E+12,2150.402099609375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,5,27,1584.9559326171875,57,1,1,2,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,2,1,0,0,0,
NA1_5127140454_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127140454,"[""VX F2106138897"", ""Darvinism"", ""Rennie"", ""Legolas"", ""Fuu\u0422ime"", ""wang the bang"", ""VIT k3soju"", ""MSJ Cosmo""]",1.72813E+12,2091.184082,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,7,26,1454.694336,46,0,2,2,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,1,1,
NA1_5127136096_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5127136096,"[""syz fanboy 2"", ""Fuu\u0422ime"", ""VIT k3soju"", ""cutie"", ""Teechu"", ""Rakki Ryu"", ""Roontonzorg"", ""Darvinism""]",1.72812E+12,2114.552490234375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,4,34,1900.186279296875,112,1,2,2,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,1,
NA1_5126781488_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126781488,"[""Quesoul"", ""sakuran"", ""Phoenixaa"", ""G5 Bural"", ""Cottontail"", ""time traveller0"", ""VIT k3soju"", ""DimDot""]",1.72809E+12,1959.875488,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,2,35,1946.7071533203125,133,2,3,2,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,3,2,0,1,2,
NA1_5126757708_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126757708,"[""Phoenixaa"", ""guubums"", ""Marcel P Clash"", ""XTheFarmerX"", ""Cottontail"", ""Mr Tarte"", ""VIT k3soju"", ""dpei""]",1.72809E+12,1969.660645,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,6,30,1690.5885009765625,69,0,0,0,0,0,1,3,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,6,
NA1_5126739019_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126739019,"[""chillmet"", ""POOGERS"", ""XTheFarmerX"", ""Darvinism"", ""TOR Relic"", ""Aesah"", ""Cottontail"", ""VIT k3soju""]",1.72809E+12,2162.64502,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,1,37,2149.476563,195,5,1,2,0,0,0,5,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,3,3,1,0,0,1,
NA1_5126716285_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126716285,"[""VIT k3soju"", ""Choppa"", ""dpei"", ""chillmet"", ""Scoped"", ""XTheFarmerX"", ""POOGERS"", ""sunjong kang""]",1.72809E+12,2124.732422,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,5,28,1588.3782958984375,84,0,0,2,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,3,1,2,0,2,
NA1_5126699244_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126699244,"[""imriveting"", ""robinsongz"", ""sunjong kang"", ""VIT k3soju"", ""jasonjava"", ""B\u00e9aster"", ""sakuran"", ""DonoHS""]",1.72808E+12,2124.955322265625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,6,28,1642.488281,66,0,1,2,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,1,
NA1_5126679869_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126679869,"[""Kiyoon"", ""VIT k3soju"", ""Darvinism"", ""Gyradosu"", ""maven"", ""jasonhu432"", ""mindol C"", ""DonoHS""]",1.72808E+12,2249.309326171875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,2,41,2235.69043,203,3,4,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,2,2,0,2,0,
NA1_5126651623_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126651623,"[""DonoHS"", ""igotagudusername"", ""VIT k3soju"", ""mindol C"", ""click my d"", ""jasonhu432"", ""Roontonzorg"", ""MeNoHaxor""]",1.72808E+12,2171.194824,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,10,1,38,2158.020996,180,1,5,1,0,0,0,0,1,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,4,2,0,2,0,
NA1_5126639102_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126639102,"[""tyreaal"", ""Emailsupport1234"", ""Mean Mister Kien"", ""EvilHorseradish"", ""jasonjava"", ""DonoHS"", ""mindol C"", ""VIT k3soju""]",1.72808E+12,1998.740723,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,6,30,1732.9532470703125,76,0,4,2,0,0,0,1,1,0,0,3,0,2,1,0,4,0,2,0,1,0,0,1,3,2,0,2,0,
NA1_5126616642_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126616642,"[""EvilHorseradish"", ""mindol C"", ""Ushio"", ""robinsongz"", ""Pneuma"", ""Emailsupport1234"", ""GM Blue"", ""VIT k3soju""]",1.72807E+12,1969.030029296875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,33,1900.4505615234375,55,1,0,2,0,0,0,2,1,0,0,1,0,2,2,0,0,1,0,0,0,1,0,1,4,1,0,0,6,
NA1_5126602404_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126602404,"[""DimDot"", ""pitzy"", ""B\u00e9aster"", ""VIT k3soju"", ""EvilHorseradish"", ""Tropical"", ""mindol C"", ""KellenPastore""]",1.72807E+12,2055.036621,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,3,34,1974.3695068359375,122,0,4,2,0,0,1,0,1,0,0,2,0,2,2,1,2,1,4,0,0,0,0,1,2,1,2,2,0,
NA1_5126576546_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126576546,"[""bopster"", ""pitzy"", ""PMD LILTOP"", ""VIT k3soju"", ""Bapzera"", ""dpei"", ""guubums"", ""Kleinnnn""]",1.72807E+12,2014.017822265625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,5,30,1717.34375,75,1,1,2,0,0,0,5,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3,3,2,0,0,1,
NA1_5126567043_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126567043,"[""ArtixRx"", ""VIT k3soju"", ""GM Blue"", ""guubums"", ""2 Brain Cell"", ""eracfles"", ""Kurumx"", ""Sunny""]",1.72807E+12,1979.1907958984375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,3,34,1963.069091796875,103,0,1,2,0,0,1,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,1,
NA1_5126549353_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126549353,"[""RamKev"", ""Appies"", ""PMD LILTOP"", ""guubums"", ""click my d"", ""VIT k3soju"", ""tarmyshane"", ""Atad""]",1.72806E+12,2260.240478515625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,10,1,38,2247.072509765625,201,4,5,0,1,0,0,0,1,0,0,2,0,1,2,1,4,1,4,0,0,0,0,1,3,1,0,2,1,
NA1_5126540048_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126540048,"[""Xnieamo"", ""metzauh"", ""brainlaggg"", ""VIT k3soju"", ""Cane Rack"", ""PMD LILTOP"", ""Mean Mister Kien"", ""2 Brain Cell""]",1.72806E+12,2101.704345703125,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,5,30,1703.088134765625,67,0,3,0,1,0,0,1,0,0,1,2,0,1,0,1,2,0,6,0,0,0,0,1,0,0,0,2,0,
NA1_5126525324_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126525324,"[""ghetdeg"", ""metzauh"", ""vickrazy"", ""VIT k3soju"", ""arnoldii"", ""Bagel Dry"", ""Amazeng"", ""2 Brain Cell""]",1.72806E+12,2021.3582763671875,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,1,35,2008.1905517578125,178,3,5,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,2,0,0,0,0,1,2,2,0,2,0,
NA1_5126517024_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126517024,"[""AceKandil"", ""Appies"", ""RamKev"", ""VIT k3soju"", ""DSJ"", ""MrBombastic"", ""KellenPastore"", ""JusticeSmith""]",1.72806E+12,2108.831787109375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,3,33,1889.737548828125,80,2,1,2,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,1,
NA1_5126509829_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126509829,"[""VIT k3soju"", ""shimapen666"", ""Maple"", ""Sully"", ""mori jp1"", ""leyvrolx"", ""DimDot"", ""wigwugg""]",1.72806E+12,1934.387207,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,1,35,1921.914306640625,120,1,2,0,0,0,1,0,0,0,0,5,1,2,0,0,2,0,2,0,0,0,0,1,0,0,2,2,1,
NA1_5126499877_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126499877,"[""VIT prestivent"", ""Luqun"", ""VIT k3soju"", ""Lab 018 biribiri"", ""JP m1zono"", ""DimDot"", ""Scoped"", ""Invern""]",1.72805E+12,2099.491211,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,1,37,2087.324462890625,195,3,2,2,0,0,0,5,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,3,4,2,0,1,0,
NA1_5126484335_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126484335,"[""VIT k3soju"", ""Invern"", ""\u30c4\u30c4\u30c4"", ""Game setsuko"", ""Ilytra"", ""EUW Spy"", ""ColorLock"", ""Jhinn4""]",1.72805E+12,2322.841309,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,10,1,40,2309.671387,174,1,5,2,0,0,0,1,3,0,0,0,0,2,1,1,2,1,0,0,1,2,0,1,3,2,0,1,0,
NA1_5126482163_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126482163,"[""VIT k3soju"", ""Rennie"", ""torontokyoArkjow"", ""wigwugg"", ""DimDot"", ""Tricked"", ""TimTam Bikkies"", ""\u30c4\u30c4\u30c4""]",1.72805E+12,1999.5787353515625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,9,7,28,1656.2279052734375,89,0,0,2,0,0,1,1,1,0,0,0,1,2,3,0,0,1,0,0,0,1,0,0,4,1,2,0,2,
NA1_5126478090_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126478090,"[""DimDot"", ""VIT prestivent"", ""Marcel P Clash"", ""300 ping pog"", ""VIT k3soju"", ""TimTam Bikkies"", ""brainlaggg"", ""Choppa""]",1.72805E+12,2215.253662109375,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,5,31,1827.5391845703125,68,0,0,2,0,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,2,1,0,0,1,0,2,0,0,
NA1_5126473736_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126473736,"[""TOR Relic"", ""me1stor8th"", ""Kiyoon"", ""Marcel P Clash"", ""Game setsuko"", ""VIT prestivent"", ""VIT k3soju"", ""300 ping pog""]",1.72804E+12,1962.342041015625,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,3,33,1891.334228515625,137,1,0,2,0,0,1,1,2,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,4,1,4,0,0,
NA1_5126467064_VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,NA1_5126467064,"[""Sunny Side Up"", ""Yozora Mikazuki"", ""VIT k3soju"", ""Teechu"", ""TOR Relic"", ""TimTam Bikkies"", ""Kiyoon"", ""Game setsuko""]",1.72804E+12,2057.259766,Linux Version 14.19.622.3713 (Sep 28 2024/22:55:56) [PUBLIC] <Releases/14.19>,12,VeXtOJDJV2Zvx1E_43E3itOp8uaKIVeABXDOGxT48uQC4opIoD3KK04aqkIUJMB4AF8DkjJwT4zA5w,VIT k3soju,8,6,31,1815.9276123046875,66,0,4,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,2,0,0,0,0,1,1,2,0,2,0,
